praca,preco_vista,preco_30d,data
PA Paragominas,323.5,327.0,2026-05-19
Roraima,304.5,308.0,2026-05-19
PA Marabá,323.5,327.0,2026-05-19
Alagoas,331.5,335.0,2026-05-19
MA Oeste,311.5,315.0,2026-05-19
SC,321.5,325.0,2026-05-19
PR Noroeste,331.5,335.0,2026-05-19
MT Sudeste,329.5,333.0,2026-05-19
PA Redenção,326.5,330.0,2026-05-19
BA Sul,292.0,295.0,2026-05-20
RS Pelotas (kg),11.85,12.0,2026-05-20
RS Oeste (kg),11.85,12.0,2026-05-20
MS Três Lagoas,321.5,325.0,2026-05-20
MS C. Grande,318.5,322.0,2026-05-20
MS Dourados,316.5,320.0,2026-05-20
GO Reg. Sul,306.5,310.0,2026-05-20
MG Norte,307.5,311.0,2026-05-20
MG Sul,306.5,310.0,2026-05-20
MG B.Horizonte,296.5,300.0,2026-05-20
MG Triângulo,306.5,310.0,2026-05-20
SP Araçatuba,329.5,333.0,2026-05-20
SP Barretos,329.5,333.0,2026-05-20
BA Oeste,292.0,295.0,2026-05-20
GO Goiânia,301.5,305.0,2026-05-20
MT Norte,326.5,330.0,2026-05-20
MT Sudoeste,329.5,333.0,2026-05-20
MT Cuiabá*,326.5,330.0,2026-05-20
RJ,314.5,318.0,2026-05-20
ES,301.5,305.0,2026-05-20
Acre,285.0,288.0,2026-05-20
TO Norte,316.5,320.0,2026-05-20
TO Sul,303.5,307.0,2026-05-20
RO Sudeste,316.5,320.0,2026-05-20
PA Paragominas,323.5,327.0,2026-05-20
Roraima,304.5,308.0,2026-05-20
PA Marabá,323.5,327.0,2026-05-20
Alagoas,329.5,333.0,2026-05-20
MA Oeste,311.5,315.0,2026-05-20
SC,321.5,325.0,2026-05-20
PR Noroeste,326.5,330.0,2026-05-20
MT Sudeste,326.5,330.0,2026-05-20
PA Redenção,324.5,328.0,2026-05-20
BA Sul,292.0,295.0,2026-05-21
RS Pelotas (kg),11.85,12.0,2026-05-21
RS Oeste (kg),11.85,12.0,2026-05-21
MS Três Lagoas,321.5,325.0,2026-05-21
MS C. Grande,318.5,322.0,2026-05-21
MS Dourados,316.5,320.0,2026-05-21
GO Reg. Sul,306.5,310.0,2026-05-21
MG Norte,307.5,311.0,2026-05-21
MG Sul,306.5,310.0,2026-05-21
MG B.Horizonte,296.5,300.0,2026-05-21
MG Triângulo,306.5,310.0,2026-05-21
SP Araçatuba,326.5,330.0,2026-05-21
SP Barretos,326.5,330.0,2026-05-21
BA Oeste,292.0,295.0,2026-05-21
GO Goiânia,301.5,305.0,2026-05-21
MT Norte,326.5,330.0,2026-05-21
MT Sudoeste,328.5,332.0,2026-05-21
MT Cuiabá*,326.5,330.0,2026-05-21
RJ,314.5,318.0,2026-05-21
ES,301.5,305.0,2026-05-21
Acre,285.0,288.0,2026-05-21
TO Norte,316.5,320.0,2026-05-21
TO Sul,303.5,307.0,2026-05-21
RO Sudeste,321.5,325.0,2026-05-21
PA Paragominas,321.5,325.0,2026-05-21
Roraima,306.5,310.0,2026-05-21
PA Marabá,323.5,327.0,2026-05-21
Alagoas,329.5,333.0,2026-05-21
MA Oeste,311.5,315.0,2026-05-21
SC,321.5,325.0,2026-05-21
PR Noroeste,326.5,330.0,2026-05-21
MT Sudeste,326.5,330.0,2026-05-21
PA Redenção,324.5,328.0,2026-05-21
BA Sul,289.0,292.0,2026-05-22
RS Pelotas (kg),11.85,12.0,2026-05-22
RS Oeste (kg),11.85,12.0,2026-05-22
MS Três Lagoas,321.5,325.0,2026-05-22
MS C. Grande,318.5,322.0,2026-05-22
MS Dourados,316.5,320.0,2026-05-22
MG Norte,307.5,311.0,2026-05-22
GO Goiânia,301.5,305.0,2026-05-22
MG Sul,303.5,307.0,2026-05-22
MG B.Horizonte,296.5,300.0,2026-05-22
MG Triângulo,306.5,310.0,2026-05-22
SP Araçatuba,326.5,330.0,2026-05-22
BA Oeste,292.0,295.0,2026-05-22
GO Reg. Sul,306.5,310.0,2026-05-22
MT Norte,326.5,330.0,2026-05-22
SP Barretos,326.5,330.0,2026-05-22
MT Cuiabá*,324.5,328.0,2026-05-22
Roraima,306.5,310.0,2026-05-22
RJ,314.5,318.0,2026-05-22
ES,301.5,305.0,2026-05-22
Acre,285.0,288.0,2026-05-22
TO Norte,316.5,320.0,2026-05-22
TO Sul,306.5,310.0,2026-05-22
RO Sudeste,321.5,325.0,2026-05-22
MT Sudoeste,326.5,330.0,2026-05-22
PA Redenção,324.5,328.0,2026-05-22
PA Marabá,323.5,327.0,2026-05-22
Alagoas,329.5,333.0,2026-05-22
MA Oeste,311.5,315.0,2026-05-22
SC,321.5,325.0,2026-05-22
PR Noroeste,326.5,330.0,2026-05-22
MT Sudeste,326.5,330.0,2026-05-22
PA Paragominas,321.5,325.0,2026-05-22
BA Sul,287.0,290.0,2026-05-23
RS Pelotas (kg),11.85,12.0,2026-05-23
RS Oeste (kg),11.85,12.0,2026-05-23
MS Três Lagoas,321.5,325.0,2026-05-23
MS C. Grande,316.5,320.0,2026-05-23
MS Dourados,316.5,320.0,2026-05-23
GO Reg. Sul,306.5,310.0,2026-05-23
MG B.Horizonte,296.5,300.0,2026-05-23
MG Sul,303.5,307.0,2026-05-23
MG Norte,307.5,311.0,2026-05-23
MG Triângulo,306.5,310.0,2026-05-23
SP Araçatuba,323.5,327.0,2026-05-23
SP Barretos,323.5,327.0,2026-05-23
BA Oeste,292.0,295.0,2026-05-23
GO Goiânia,301.5,305.0,2026-05-23
MT Norte,323.5,327.0,2026-05-23
MT Sudoeste,326.5,330.0,2026-05-23
MT Cuiabá*,324.5,328.0,2026-05-23
RJ,314.5,318.0,2026-05-23
ES,301.5,305.0,2026-05-23
Acre,282.0,285.0,2026-05-23
TO Norte,311.5,315.0,2026-05-23
TO Sul,306.5,310.0,2026-05-23
RO Sudeste,321.5,325.0,2026-05-23
PA Paragominas,321.5,325.0,2026-05-23
Roraima,306.5,310.0,2026-05-23
PA Marabá,323.5,327.0,2026-05-23
Alagoas,329.5,333.0,2026-05-23
MA Oeste,311.5,315.0,2026-05-23
SC,321.5,325.0,2026-05-23
PR Noroeste,326.5,330.0,2026-05-23
MT Sudeste,326.5,330.0,2026-05-23
PA Redenção,324.5,328.0,2026-05-23
BA Sul,287.0,290.0,2026-05-24
RS Pelotas (kg),11.85,12.0,2026-05-24
RS Oeste (kg),11.85,12.0,2026-05-24
MS Três Lagoas,321.5,325.0,2026-05-24
MS C. Grande,316.5,320.0,2026-05-24
MS Dourados,316.5,320.0,2026-05-24
MG Norte,307.5,311.0,2026-05-24
GO Goiânia,301.5,305.0,2026-05-24
MG Sul,303.5,307.0,2026-05-24
MG B.Horizonte,296.5,300.0,2026-05-24
MG Triângulo,306.5,310.0,2026-05-24
SP Araçatuba,323.5,327.0,2026-05-24
BA Oeste,292.0,295.0,2026-05-24
GO Reg. Sul,306.5,310.0,2026-05-24
MT Norte,323.5,327.0,2026-05-24
SP Barretos,323.5,327.0,2026-05-24
MT Cuiabá*,324.5,328.0,2026-05-24
MT Sudoeste,326.5,330.0,2026-05-24
RJ,314.5,318.0,2026-05-24
ES,301.5,305.0,2026-05-24
Acre,282.0,285.0,2026-05-24
TO Norte,311.5,315.0,2026-05-24
TO Sul,306.5,310.0,2026-05-24
RO Sudeste,321.5,325.0,2026-05-24
Roraima,306.5,310.0,2026-05-24
PA Redenção,324.5,328.0,2026-05-24
PA Marabá,323.5,327.0,2026-05-24
Alagoas,329.5,333.0,2026-05-24
MA Oeste,311.5,315.0,2026-05-24
SC,321.5,325.0,2026-05-24
PR Noroeste,326.5,330.0,2026-05-24
MT Sudeste,326.5,330.0,2026-05-24
PA Paragominas,321.5,325.0,2026-05-24
BA Sul,287.0,290.0,2026-05-25
RS Pelotas (kg),11.85,12.0,2026-05-25
RS Oeste (kg),11.85,12.0,2026-05-25
MS Três Lagoas,321.5,325.0,2026-05-25
MS C. Grande,316.5,320.0,2026-05-25
MS Dourados,316.5,320.0,2026-05-25
MG Norte,307.5,311.0,2026-05-25
GO Goiânia,301.5,305.0,2026-05-25
MG Sul,303.5,307.0,2026-05-25
MG B.Horizonte,296.5,300.0,2026-05-25
MG Triângulo,306.5,310.0,2026-05-25
SP Araçatuba,323.5,327.0,2026-05-25
BA Oeste,292.0,295.0,2026-05-25
GO Reg. Sul,306.5,310.0,2026-05-25
MT Norte,323.5,327.0,2026-05-25
SP Barretos,323.5,327.0,2026-05-25
MT Cuiabá*,324.5,328.0,2026-05-25
Roraima,306.5,310.0,2026-05-25
RJ,314.5,318.0,2026-05-25
ES,301.5,305.0,2026-05-25
Acre,282.0,285.0,2026-05-25
TO Norte,311.5,315.0,2026-05-25
TO Sul,306.5,310.0,2026-05-25
RO Sudeste,321.5,325.0,2026-05-25
MT Sudoeste,326.5,330.0,2026-05-25
PA Redenção,324.5,328.0,2026-05-25
PA Marabá,323.5,327.0,2026-05-25
Alagoas,329.5,333.0,2026-05-25
MA Oeste,311.5,315.0,2026-05-25
SC,321.5,325.0,2026-05-25
PR Noroeste,326.5,330.0,2026-05-25
MT Sudeste,326.5,330.0,2026-05-25
PA Paragominas,321.5,325.0,2026-05-25
BA Oeste,292.0,295.0,2026-05-28
BA Sul,287.0,290.0,2026-05-28
RS Pelotas (kg),11.85,12.0,2026-05-28
RS Oeste (kg),11.85,12.0,2026-05-28
MS Três Lagoas,321.5,325.0,2026-05-28
MS C. Grande,321.5,325.0,2026-05-28
MS Dourados,323.5,327.0,2026-05-28
MG Norte,301.5,305.0,2026-05-28
GO Goiânia,301.5,305.0,2026-05-28
MG Sul,303.5,307.0,2026-05-28
MG B.Horizonte,295.5,299.0,2026-05-28
MG Triângulo,306.5,310.0,2026-05-28
SP Araçatuba,323.5,327.0,2026-05-28
MT Norte,323.5,327.0,2026-05-28
GO Reg. Sul,304.5,308.0,2026-05-28
SP Barretos,323.5,327.0,2026-05-28
MT Sudoeste,326.5,330.0,2026-05-28
MT Sudeste,328.5,332.0,2026-05-28
MT Cuiabá*,324.5,328.0,2026-05-28
Roraima,306.5,310.0,2026-05-28
RJ,311.5,315.0,2026-05-28
ES,301.5,305.0,2026-05-28
Acre,280.0,283.0,2026-05-28
TO Sul,306.5,310.0,2026-05-28
RO Sudeste,326.5,330.0,2026-05-28
TO Norte,311.5,315.0,2026-05-28
PA Redenção,324.5,328.0,2026-05-28
PA Marabá,323.5,327.0,2026-05-28
Alagoas,329.5,333.0,2026-05-28
MA Oeste,311.5,315.0,2026-05-28
SC,321.5,325.0,2026-05-28
PR Noroeste,326.5,330.0,2026-05-28
PA Paragominas,321.5,325.0,2026-05-28
MS C. Grande,326.5,330.0,2026-05-29
BA Sul,287.0,290.0,2026-05-29
RS Pelotas (kg),11.85,12.0,2026-05-29
RS Oeste (kg),11.85,12.0,2026-05-29
MS Três Lagoas,321.5,325.0,2026-05-29
MS Dourados,326.5,330.0,2026-05-29
SP Barretos,323.5,327.0,2026-05-29
GO Goiânia,301.5,305.0,2026-05-29
MG Sul,303.5,307.0,2026-05-29
MG Norte,298.5,302.0,2026-05-29
MG B.Horizonte,295.5,299.0,2026-05-29
MG Triângulo,306.5,310.0,2026-05-29
SP Araçatuba,323.5,327.0,2026-05-29
BA Oeste,292.0,295.0,2026-05-29
MT Norte,323.5,327.0,2026-05-29
GO Reg. Sul,304.5,308.0,2026-05-29
MT Cuiabá*,324.5,328.0,2026-05-29
Roraima,306.5,310.0,2026-05-29
RJ,311.5,315.0,2026-05-29
ES,301.5,305.0,2026-05-29
Acre,280.0,283.0,2026-05-29
TO Norte,311.5,315.0,2026-05-29
TO Sul,306.5,310.0,2026-05-29
RO Sudeste,326.5,330.0,2026-05-29
MT Sudoeste,328.5,332.0,2026-05-29
PA Redenção,326.5,330.0,2026-05-29
PA Marabá,326.5,330.0,2026-05-29
Alagoas,326.5,330.0,2026-05-29
MA Oeste,311.5,315.0,2026-05-29
SC,321.5,325.0,2026-05-29
PR Noroeste,326.5,330.0,2026-05-29
MT Sudeste,328.5,332.0,2026-05-29
PA Paragominas,321.5,325.0,2026-05-29
BA Sul,287.0,290.0,2026-05-30
RS Pelotas (kg),11.85,12.0,2026-05-30
RS Oeste (kg),11.85,12.0,2026-05-30
MS Três Lagoas,321.5,325.0,2026-05-30
MS C. Grande,326.5,330.0,2026-05-30
MS Dourados,326.5,330.0,2026-05-30
GO Reg. Sul,304.5,308.0,2026-05-30
MG B.Horizonte,296.5,300.0,2026-05-30
MG Sul,303.5,307.0,2026-05-30
MG Norte,298.5,302.0,2026-05-30
MG Triângulo,306.5,310.0,2026-05-30
SP Araçatuba,326.5,330.0,2026-05-30
SP Barretos,326.5,330.0,2026-05-30
BA Oeste,294.0,297.0,2026-05-30
GO Goiânia,301.5,305.0,2026-05-30
MT Norte,321.5,325.0,2026-05-30
MT Sudoeste,328.5,332.0,2026-05-30
MT Cuiabá*,324.5,328.0,2026-05-30
RJ,308.5,312.0,2026-05-30
ES,304.5,308.0,2026-05-30
Acre,280.0,283.0,2026-05-30
TO Norte,311.5,315.0,2026-05-30
TO Sul,306.5,310.0,2026-05-30
RO Sudeste,326.5,330.0,2026-05-30
PA Paragominas,326.5,330.0,2026-05-30
Roraima,306.5,310.0,2026-05-30
PA Marabá,326.5,330.0,2026-05-30
Alagoas,326.5,330.0,2026-05-30
MA Oeste,316.5,320.0,2026-05-30
SC,326.5,330.0,2026-05-30
PR Noroeste,326.5,330.0,2026-05-30
MT Sudeste,328.5,332.0,2026-05-30
PA Redenção,326.5,330.0,2026-05-30
BA Sul,287.0,290.0,2026-05-31
RS Pelotas (kg),11.85,12.0,2026-05-31
RS Oeste (kg),11.85,12.0,2026-05-31
MS Três Lagoas,321.5,325.0,2026-05-31
MS C. Grande,326.5,330.0,2026-05-31
MS Dourados,326.5,330.0,2026-05-31
GO Reg. Sul,304.5,308.0,2026-05-31
MG Norte,298.5,302.0,2026-05-31
MG Sul,303.5,307.0,2026-05-31
MG B.Horizonte,296.5,300.0,2026-05-31
MG Triângulo,306.5,310.0,2026-05-31
SP Araçatuba,326.5,330.0,2026-05-31
SP Barretos,326.5,330.0,2026-05-31
BA Oeste,294.0,297.0,2026-05-31
GO Goiânia,301.5,305.0,2026-05-31
MT Norte,321.5,325.0,2026-05-31
Roraima,306.5,310.0,2026-05-31
MT Cuiabá*,324.5,328.0,2026-05-31
MT Sudoeste,328.5,332.0,2026-05-31
RJ,308.5,312.0,2026-05-31
ES,304.5,308.0,2026-05-31
Acre,280.0,283.0,2026-05-31
TO Sul,306.5,310.0,2026-05-31
RO Sudeste,326.5,330.0,2026-05-31
PA Paragominas,326.5,330.0,2026-05-31
TO Norte,311.5,315.0,2026-05-31
PA Marabá,326.5,330.0,2026-05-31
Alagoas,326.5,330.0,2026-05-31
MA Oeste,316.5,320.0,2026-05-31
SC,326.5,330.0,2026-05-31
PR Noroeste,326.5,330.0,2026-05-31
MT Sudeste,328.5,332.0,2026-05-31
PA Redenção,326.5,330.0,2026-05-31
MS Dourados,326.5,330.0,2026-06-01
BA Sul,287.0,290.0,2026-06-01
RS Pelotas (kg),11.85,12.0,2026-06-01
RS Oeste (kg),11.85,12.0,2026-06-01
MS Três Lagoas,321.5,325.0,2026-06-01
MS C. Grande,326.5,330.0,2026-06-01
GO Reg. Sul,304.5,308.0,2026-06-01
BA Oeste,294.0,297.0,2026-06-01
